Log_ID,Timestamp,Date,Time,Severity,Component,Block_ID,Source_IP,Destination_IP,Message,Label_Anomaly,Raw_Log
73,2008-11-09T21:38:37Z,2008-11-09,21:38:37,INFO,dfs.FSDataset,blk_1781953582842324563,10.250.19.225,10.250.19.225:50010,Deleting block blk_1781953582842324563 file /mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563,Normal,081109 213837 19 INFO dfs.FSDataset: Deleting block blk_1781953582842324563 file /mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563
74,2008-11-09T21:38:47Z,2008-11-09,21:38:47,INFO,dfs.DataNode$DataXceiver,blk_-7724713468912166542,10.250.19.225,10.250.19.225:50010,10.251.194.213:50010 Served block blk_-7724713468912166542 to /10.251.203.80,Normal,081109 213847 2552 INFO dfs.DataNode$DataXceiver: 10.251.194.213:50010 Served block blk_-7724713468912166542 to /10.251.203.80
75,2008-11-09T21:39:07Z,2008-11-09,21:39:07,INFO,dfs.DataNode$DataXceiver,blk_-3358448553918665902,10.250.19.225,10.250.19.225:50010,10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229,Normal,081109 213907 2497 INFO dfs.DataNode$DataXceiver: 10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229
76,2008-11-09T21:39:08Z,2008-11-09,21:39:08,INFO,dfs.DataNode$DataXceiver,blk_-5341992729755584578,10.250.19.225,10.250.19.225:50010,10.251.39.192:50010 Served block blk_-5341992729755584578 to /10.251.39.192,Normal,081109 213908 2549 INFO dfs.DataNode$DataXceiver: 10.251.39.192:50010 Served block blk_-5341992729755584578 to /10.251.39.192
77,2008-11-09T21:40:09Z,2008-11-09,21:40:09,INFO,dfs.DataNode$DataXceiver,blk_3166960787499091856,10.250.19.225,10.250.19.225:50010,10.250.5.237:50010 Served block blk_3166960787499091856 to /10.251.43.147,Normal,081109 214009 2594 INFO dfs.DataNode$DataXceiver: 10.250.5.237:50010 Served block blk_3166960787499091856 to /10.251.43.147
78,2008-11-09T21:40:43Z,2008-11-09,21:40:43,WARN,dfs.DataNode$DataXceiver,blk_-2918118818249673980,10.250.19.225,10.250.19.225:50010,10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:,Anomaly,081109 214043 2561 WARN dfs.DataNode$DataXceiver: 10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:
79,2008-11-09T21:44:02Z,2008-11-09,21:44:02,WARN,dfs.DataNode$DataXceiver,blk_8376667364205250596,10.250.19.225,10.250.19.225:50010,10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:,Anomaly,081109 214402 2677 WARN dfs.DataNode$DataXceiver: 10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:
80,2008-11-09T21:45:24Z,2008-11-09,21:45:24,INFO,dfs.DataNode$DataXceiver,blk_-2794533871450434534,10.250.19.225,10.250.19.225:50010,10.251.71.68:50010 Served block blk_-2794533871450434534 to /10.251.199.150,Normal,081109 214524 2633 INFO dfs.DataNode$DataXceiver: 10.251.71.68:50010 Served block blk_-2794533871450434534 to /10.251.199.150
81,2008-11-09T21:45:29Z,2008-11-09,21:45:29,WARN,dfs.DataNode$DataXceiver,blk_3763728533434719668,10.250.19.225,10.250.19.225:50010,10.251.123.132:50010:Got exception while serving blk_3763728533434719668 to /10.251.38.214:,Anomaly,081109 214529 2747 WARN dfs.DataNode$DataXceiver: 10.251.123.132:50010:Got exception while serving blk_3763728533434719668 to /10.251.38.214:
82,2008-11-09T21:49:10Z,2008-11-09,21:49:10,WARN,dfs.DataNode$DataXceiver,blk_6241141267506413726,10.250.19.225,10.250.19.225:50010,10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:,Anomaly,081109 214910 2848 WARN dfs.DataNode$DataXceiver: 10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:
83,2008-11-09T21:49:19Z,2008-11-09,21:49:19,INFO,dfs.DataNode$DataXceiver,blk_-6520030462660619051,10.250.19.225,10.250.19.225:50010,10.251.214.32:50010 Served block blk_-6520030462660619051 to /10.251.215.70,Normal,081109 214919 2899 INFO dfs.DataNode$DataXceiver: 10.251.214.32:50010 Served block blk_-6520030462660619051 to /10.251.215.70
84,2008-11-09T21:51:36Z,2008-11-09,21:51:36,WARN,dfs.DataNode$DataXceiver,blk_8466246428293623262,10.250.19.225,10.250.19.225:50010,10.251.199.19:50010:Got exception while serving blk_8466246428293623262 to /10.251.106.37:,Anomaly,081109 215136 2868 WARN dfs.DataNode$DataXceiver: 10.251.199.19:50010:Got exception while serving blk_8466246428293623262 to /10.251.106.37:
85,2008-11-09T21:52:59Z,2008-11-09,21:52:59,WARN,dfs.DataNode$DataXceiver,blk_-3140754468249228022,10.250.19.225,10.250.19.225:50010,10.250.9.207:50010:Got exception while serving blk_-3140754468249228022 to /10.250.9.207:,Anomaly,081109 215259 2934 WARN dfs.DataNode$DataXceiver: 10.250.9.207:50010:Got exception while serving blk_-3140754468249228022 to /10.250.9.207:
86,2008-11-09T21:57:02Z,2008-11-09,21:57:02,WARN,dfs.DataNode$DataXceiver,blk_3441699978641526775,10.250.19.225,10.250.19.225:50010,10.251.202.134:50010:Got exception while serving blk_3441699978641526775 to /10.251.126.5:,Anomaly,081109 215702 3022 WARN dfs.DataNode$DataXceiver: 10.251.202.134:50010:Got exception while serving blk_3441699978641526775 to /10.251.126.5:
87,2008-11-09T21:57:34Z,2008-11-09,21:57:34,INFO,dfs.DataNode$DataXceiver,blk_5739119717322549945,10.250.19.225,10.250.19.225:50010,10.250.6.214:50010 Served block blk_5739119717322549945 to /10.251.43.115,Normal,081109 215734 3055 INFO dfs.DataNode$DataXceiver: 10.250.6.214:50010 Served block blk_5739119717322549945 to /10.251.43.115
88,2008-11-09T22:00:32Z,2008-11-09,22:00:32,WARN,dfs.DataNode$DataXceiver,blk_-305633040016166849,10.250.19.225,10.250.19.225:50010,10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:,Anomaly,081109 220032 3137 WARN dfs.DataNode$DataXceiver: 10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:
89,2008-11-09T22:04:03Z,2008-11-09,22:04:03,WARN,dfs.DataNode$DataXceiver,blk_-6290631608800952376,10.250.19.225,10.250.19.225:50010,10.251.107.227:50010:Got exception while serving blk_-6290631608800952376 to /10.251.109.209:,Anomaly,081109 220403 3148 WARN dfs.DataNode$DataXceiver: 10.251.107.227:50010:Got exception while serving blk_-6290631608800952376 to /10.251.109.209:
90,2008-11-09T22:05:28Z,2008-11-09,22:05:28,INFO,dfs.DataNode$DataXceiver,blk_8787656642683881295,10.250.19.225,10.250.19.225:50010,10.251.203.166:50010 Served block blk_8787656642683881295 to /10.251.107.98,Normal,081109 220528 3174 INFO dfs.DataNode$DataXceiver: 10.251.203.166:50010 Served block blk_8787656642683881295 to /10.251.107.98
91,2008-11-09T22:11:05Z,2008-11-09,22:11:05,WARN,dfs.DataNode$DataXceiver,blk_-4841792440390267307,10.250.19.225,10.250.19.225:50010,10.251.90.64:50010:Got exception while serving blk_-4841792440390267307 to /10.251.90.239:,Anomaly,081109 221105 3338 WARN dfs.DataNode$DataXceiver: 10.251.90.64:50010:Got exception while serving blk_-4841792440390267307 to /10.251.90.239:
92,2008-11-09T22:11:51Z,2008-11-09,22:11:51,WARN,dfs.DataNode$DataXceiver,blk_5126469776250053435,10.250.19.225,10.250.19.225:50010,10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:,Anomaly,081109 221151 3361 WARN dfs.DataNode$DataXceiver: 10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:
93,2008-11-09T22:20:40Z,2008-11-09,22:20:40,WARN,dfs.DataNode$DataXceiver,blk_-2032740670708110312,10.250.19.225,10.250.19.225:50010,10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:,Anomaly,081109 222040 3463 WARN dfs.DataNode$DataXceiver: 10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:
94,2008-11-09T22:20:41Z,2008-11-09,22:20:41,WARN,dfs.DataNode$DataXceiver,blk_-62891505109755100,10.250.19.225,10.250.19.225:50010,10.251.67.113:50010:Got exception while serving blk_-62891505109755100 to /10.250.7.96:,Anomaly,081109 222041 3390 WARN dfs.DataNode$DataXceiver: 10.251.67.113:50010:Got exception while serving blk_-62891505109755100 to /10.250.7.96:
95,2008-11-09T22:23:42Z,2008-11-09,22:23:42,WARN,dfs.DataNode$DataXceiver,blk_2244903517044280975,10.250.19.225,10.250.19.225:50010,10.251.74.79:50010:Got exception while serving blk_2244903517044280975 to /10.251.74.134:,Anomaly,081109 222342 3462 WARN dfs.DataNode$DataXceiver: 10.251.74.79:50010:Got exception while serving blk_2244903517044280975 to /10.251.74.134:
96,2008-11-09T22:26:50Z,2008-11-09,22:26:50,WARN,dfs.DataNode$DataXceiver,blk_5905933788014151041,10.250.19.225,10.250.19.225:50010,10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112:,Anomaly,081109 222650 3459 WARN dfs.DataNode$DataXceiver: 10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112:
97,2008-11-09T22:32:11Z,2008-11-09,22:32:11,INFO,dfs.DataNode$DataXceiver,blk_6296828743242110158,10.250.19.225,10.250.19.225:50010,10.251.111.80:50010 Served block blk_6296828743242110158 to /10.251.42.246,Normal,081109 223211 3544 INFO dfs.DataNode$DataXceiver: 10.251.111.80:50010 Served block blk_6296828743242110158 to /10.251.42.246
98,2008-11-09T22:39:10Z,2008-11-09,22:39:10,WARN,dfs.DataNode$DataXceiver,blk_2969087638814291714,10.250.19.225,10.250.19.225:50010,10.251.43.210:50010:Got exception while serving blk_2969087638814291714 to /10.251.199.86:,Anomaly,081109 223910 3540 WARN dfs.DataNode$DataXceiver: 10.251.43.210:50010:Got exception while serving blk_2969087638814291714 to /10.251.199.86:
99,2008-11-09T22:40:54Z,2008-11-09,22:40:54,WARN,dfs.DataNode$DataXceiver,blk_2879780987351022871,10.250.19.225,10.250.19.225:50010,10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:,Anomaly,081109 224054 3560 WARN dfs.DataNode$DataXceiver: 10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:
100,2008-11-09T22:42:34Z,2008-11-09,22:42:34,WARN,dfs.DataNode$DataXceiver,blk_4934527196392001803,10.250.19.225,10.250.19.225:50010,10.251.73.220:50010:Got exception while serving blk_4934527196392001803 to /10.251.203.246:,Anomaly,081109 224234 3638 WARN dfs.DataNode$DataXceiver: 10.251.73.220:50010:Got exception while serving blk_4934527196392001803 to /10.251.203.246:
101,2008-11-09T22:44:20Z,2008-11-09,22:44:20,WARN,dfs.DataNode$DataXceiver,blk_7517964792804498202,10.250.19.225,10.250.19.225:50010,10.251.73.188:50010:Got exception while serving blk_7517964792804498202 to /10.250.6.191:,Anomaly,081109 224420 3666 WARN dfs.DataNode$DataXceiver: 10.251.73.188:50010:Got exception while serving blk_7517964792804498202 to /10.250.6.191:
102,2008-11-09T22:47:41Z,2008-11-09,22:47:41,WARN,dfs.DataNode$DataXceiver,blk_7940316270494947483,10.250.19.225,10.250.19.225:50010,10.251.35.1:50010:Got exception while serving blk_7940316270494947483 to /10.251.122.38:,Anomaly,081109 224741 3699 WARN dfs.DataNode$DataXceiver: 10.251.35.1:50010:Got exception while serving blk_7940316270494947483 to /10.251.122.38:
103,2008-11-09T23:01:10Z,2008-11-09,23:01:10,WARN,dfs.DataNode$DataXceiver,blk_7154985168984871115,10.250.19.225,10.250.19.225:50010,10.251.90.134:50010:Got exception while serving blk_7154985168984871115 to /10.251.110.160:,Anomaly,081109 230110 3647 WARN dfs.DataNode$DataXceiver: 10.251.90.134:50010:Got exception while serving blk_7154985168984871115 to /10.251.110.160:
104,2008-11-09T23:22:00Z,2008-11-09,23:22:00,INFO,dfs.DataNode$PacketResponder,blk_-6867873931012347356,10.250.19.225,10.250.19.225:50010,Received block blk_-6867873931012347356 of size 67108864 from /10.251.39.64,Normal,081109 232200 3856 INFO dfs.DataNode$PacketResponder: Received block blk_-6867873931012347356 of size 67108864 from /10.251.39.64
105,2008-11-09T23:23:24Z,2008-11-09,23:23:24,INFO,dfs.FSNamesystem,blk_6093743385844975689,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_6093743385844975689 size 67108864,Normal,081109 232324 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_6093743385844975689 size 67108864
106,2008-11-09T23:23:46Z,2008-11-09,23:23:46,INFO,dfs.DataNode$DataXceiver,blk_8692428775973608797,10.250.10.213:56574,10.250.10.213:50010,Receiving block blk_8692428775973608797 src: /10.250.10.213:56574 dest: /10.250.10.213:50010,Normal,081109 232346 3820 INFO dfs.DataNode$DataXceiver: Receiving block blk_8692428775973608797 src: /10.250.10.213:56574 dest: /10.250.10.213:50010
107,2008-11-09T23:26:39Z,2008-11-09,23:26:39,INFO,dfs.DataNode$PacketResponder,blk_-6837050820114491742,10.250.19.225,10.250.19.225:50010,PacketResponder 0 for block blk_-6837050820114491742 terminating,Normal,081109 232639 3792 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-6837050820114491742 terminating
108,2008-11-09T23:28:28Z,2008-11-09,23:28:28,INFO,dfs.DataNode$PacketResponder,blk_-5195432543794777448,10.250.19.225,10.250.19.225:50010,Received block blk_-5195432543794777448 of size 67108864 from /10.250.10.6,Normal,081109 232828 3875 INFO dfs.DataNode$PacketResponder: Received block blk_-5195432543794777448 of size 67108864 from /10.250.10.6
109,2008-11-09T23:28:29Z,2008-11-09,23:28:29,INFO,dfs.FSNamesystem,blk_1636660629634995787,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_1636660629634995787 size 67108864,Normal,081109 232829 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_1636660629634995787 size 67108864
110,2008-11-09T23:28:33Z,2008-11-09,23:28:33,INFO,dfs.FSNamesystem,blk_467589865104023338,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_467589865104023338 size 67108864,Normal,081109 232833 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_467589865104023338 size 67108864
111,2008-11-09T23:29:23Z,2008-11-09,23:29:23,INFO,dfs.DataNode$PacketResponder,blk_7929144620252342335,10.250.19.225,10.250.19.225:50010,Received block blk_7929144620252342335 of size 67108864 from /10.251.31.5,Normal,081109 232923 3792 INFO dfs.DataNode$PacketResponder: Received block blk_7929144620252342335 of size 67108864 from /10.251.31.5
112,2008-11-09T23:29:26Z,2008-11-09,23:29:26,INFO,dfs.DataNode$DataXceiver,blk_-1798958443298220150,10.251.111.209:57419,10.251.111.209:50010,Receiving block blk_-1798958443298220150 src: /10.251.111.209:57419 dest: /10.251.111.209:50010,Normal,081109 232926 3783 INFO dfs.DataNode$DataXceiver: Receiving block blk_-1798958443298220150 src: /10.251.111.209:57419 dest: /10.251.111.209:50010
113,2008-11-09T23:31:08Z,2008-11-09,23:31:08,INFO,dfs.DataNode$PacketResponder,blk_-54240672253074715,10.250.19.225,10.250.19.225:50010,PacketResponder 0 for block blk_-54240672253074715 terminating,Normal,081109 233108 3872 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-54240672253074715 terminating
114,2008-11-09T23:33:56Z,2008-11-09,23:33:56,INFO,dfs.DataNode$DataXceiver,blk_-7172347691639518373,10.251.111.37:35327,10.251.111.37:50010,Receiving block blk_-7172347691639518373 src: /10.251.111.37:35327 dest: /10.251.111.37:50010,Normal,081109 233356 3917 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7172347691639518373 src: /10.251.111.37:35327 dest: /10.251.111.37:50010
115,2008-11-09T23:37:53Z,2008-11-09,23:37:53,INFO,dfs.DataNode$DataXceiver,blk_-6412155847905320411,10.251.30.85:58995,10.251.30.85:50010,Receiving block blk_-6412155847905320411 src: /10.251.30.85:58995 dest: /10.251.30.85:50010,Normal,081109 233753 3950 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6412155847905320411 src: /10.251.30.85:58995 dest: /10.251.30.85:50010
116,2008-11-09T23:38:35Z,2008-11-09,23:38:35,INFO,dfs.DataNode$DataXceiver,blk_699651392443620263,10.251.70.5:34703,10.251.70.5:50010,Receiving block blk_699651392443620263 src: /10.251.70.5:34703 dest: /10.251.70.5:50010,Normal,081109 233835 4139 INFO dfs.DataNode$DataXceiver: Receiving block blk_699651392443620263 src: /10.251.70.5:34703 dest: /10.251.70.5:50010
117,2008-11-09T23:38:36Z,2008-11-09,23:38:36,INFO,dfs.DataNode$DataXceiver,blk_-8788032532930439012,10.251.126.255:41104,10.251.126.255:50010,Receiving block blk_-8788032532930439012 src: /10.251.126.255:41104 dest: /10.251.126.255:50010,Normal,081109 233836 4061 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8788032532930439012 src: /10.251.126.255:41104 dest: /10.251.126.255:50010
118,2008-11-09T23:38:49Z,2008-11-09,23:38:49,INFO,dfs.DataNode$PacketResponder,blk_-3455521536483250153,10.250.19.225,10.250.19.225:50010,Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37,Normal,081109 233849 4087 INFO dfs.DataNode$PacketResponder: Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37
119,2008-11-09T23:40:27Z,2008-11-09,23:40:27,INFO,dfs.FSNamesystem,blk_-7017553867379051457,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.85:50010 is added to blk_-7017553867379051457 size 67108864,Normal,081109 234027 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.85:50010 is added to blk_-7017553867379051457 size 67108864
120,2008-11-09T23:41:07Z,2008-11-09,23:41:07,INFO,dfs.DataNode$DataXceiver,blk_-1259190292740306590,10.251.65.203:36289,10.251.65.203:50010,Receiving block blk_-1259190292740306590 src: /10.251.65.203:36289 dest: /10.251.65.203:50010,Normal,081109 234107 4261 INFO dfs.DataNode$DataXceiver: Receiving block blk_-1259190292740306590 src: /10.251.65.203:36289 dest: /10.251.65.203:50010
121,2008-11-09T23:41:10Z,2008-11-09,23:41:10,INFO,dfs.FSNamesystem,blk_-6620182933895093708,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000296_0/part-00296. blk_-6620182933895093708,Normal,081109 234110 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000296_0/part-00296. blk_-6620182933895093708
122,2008-11-09T23:41:11Z,2008-11-09,23:41:11,INFO,dfs.DataNode$PacketResponder,blk_2028803850179311599,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_2028803850179311599 terminating,Normal,081109 234111 4288 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_2028803850179311599 terminating
